newspaper;title;date;abstract;link
The Times;hsbc expands in the metaverse while closing high street branches;Friday March 18 2022;hsbc may be closing down dozens more of;https://www.thetimes.co.uk/article/hsbc-expands-in-the-metaverse-while-closing-high-street-branches-gmgthcc2p
The Times;what harassment rules apply to the metaverse at work?;Thursday March 3 2022;… the acceleration of artificial intelligence in the workplace.the possibilities and problems presented by themetaverseconstitute another level.granted, there are several types of employment interactions in themetaverse…;https://www.thetimes.co.uk/article/what-harassment-rules-apply-to-the-metaverse-at-work-8lcvhr7xs
The Times;the metaverse will be an abuser’s paradise;Monday February 21 2022;we all know that sir nick clegg has slept with “no more than 30” women, but i wonder how much unwanted sexual contact he has experienced in themetaverse? perhaps …;https://www.thetimes.co.uk/article/the-metaverse-will-be-an-abusers-paradise-ghrbhmdjw
The Times;times quiz of the week: from the winter olympics to the metaverse;Saturday February 19 2022;president putin has been showing off the size of his table but why have european leaders ended up sitting at the opposite end to the russian leader? meanwhile at meta …;https://www.thetimes.co.uk/article/times-quiz-of-the-week-from-the-winter-olympics-to-the-metaverse-6dzjl0tmv
The Times;fancy a metaverse mansion nft? buy it with the real deal for £29m;Thursday February 17 2022;… t enough, there’s the added bonus of the mansion’s virtual replica in themetaverse.in what is believed to be a world first, the developer, stately homes, will …;https://www.thetimes.co.uk/article/nft-metaverse-mansion-surrey-8ws283b73
The Times;nick clegg promoted to master of the metaverse;Thursday February 17 2022;… to build the infrastructure necessary for a new immersive version of the internet called themetaverse. in october he announced he was changing the name of the company from facebook …;https://www.thetimes.co.uk/article/master-of-the-metaverse-zuckerberg-promotes-nick-clegg-vdb600v9d
The Times;mark zuckerberg mocked over metaverse ‘values’ overhaul;Wednesday February 16 2022;… would be more suited to a bad dating app. “find hot sexy metamates in yourmetaversenow,” one quipped.“i’m not saying i would do this, but if i …;https://www.thetimes.co.uk/article/mark-zuckerberg-mocked-over-metaverse-branding-overhaul-d8jprtdcc
The Times;sir ian livingstone seeks ‘metaverse’ acquisition for hiro spac;Tuesday February 1 2022;the founder of games workshop is launching a special purpose acquisition vehicle in london as he looks to buy a company in the video games or “metaverse” industries. sir ian …;https://www.thetimes.co.uk/article/sir-ian-livingstone-seeks-metaverse-acquisition-for-hiro-spac-l6nt52pz0
The Times;my journey into the metaverse — already a home to sex predators;Saturday January 22 2022;… the conversation was jarring and when i walked away, he followed.i was in themetaverse, a virtual reality world typically accessed via a headset where people can socialise alongside …;https://www.thetimes.co.uk/article/my-journey-into-the-metaverse-already-a-home-to-sex-predators-sdkms5nd3
The Times;microsoft buys activision blizzard in $69bn deal as it ventures into the metaverse;Wednesday January 19 2022;…metaversethe blockbuster deal was billed by microsoft as an acquisition of “building blocks” for themetaverse, a realm where users can interact virtually that has increasingly preoccupied big tech executives …;https://www.thetimes.co.uk/article/microsoft-buys-activision-blizzard-in-69bn-deal-as-it-ventures-into-the-metaverse-5sh2f88gc
The Times;microsoft takes a $70bn shot at ruling the metaverse;Wednesday January 19 2022;… chief executive, said that the record-breaking takeover of activision blizzard would help microsoft to “play a key role” in the growth of themetaverse.the deal for thewednesday january 19 2022|the times;https://www.thetimes.co.uk/article/microsoft-takes-a-70bn-shot-at-ruling-the-metaverse-6w0wjnc8q
The Times;how british teen tycoons are building the metaverse;Sunday January 16 2022;"… spanning games development on roblox to software that will form the building blocks of themetaverse.but what is themetaverse? the answer is still up for debate; there is …";https://www.thetimes.co.uk/article/how-british-teen-tycoons-are-building-the-metaverse-wprtcjgq0
The Times;can i stop a digital version of my house being sold in the metaverse?;Friday January 14 2022;… our own. can i stop anyone buying the digital version of my house in themetaverse?a in some versions of themetaversethe makers have created virtual worlds with …;https://www.thetimes.co.uk/article/can-i-stop-a-digital-version-of-my-house-being-sold-in-the-metaverse-smwsnlf7h
The Times;what is the metaverse? 20 things you need to know;Tuesday January 11 2022;… keep up with your kids, here’s a guide to make you sound like ametaversemensch.1. ‘wfh? no, i’m witm (working in themetaverse)’themetaverseis …;https://www.thetimes.co.uk/article/what-is-the-metaverse-20-things-you-need-to-know-jftj98x3p
The Times;nfts, dalgona and the metaverse: can you speak 2021?;Tuesday December 28 2021;… capitol? that happened this year. this year! imagine.right, nobody seems to know what themetaverseactually is. supposedly it is the future of the internet, although, to watch mark …;https://www.thetimes.co.uk/article/words-of-the-year-2021-nft-metaverse-pingdemic-0bzn977qn
The Times;metaverse, space tourism and apple goggles: the tech trends to watch in 2022;Sunday December 26 2021;… reportedly working on two products that would put it right at the heart of themetaverse, the immersive digital world that we used to call virtual reality.one apple product …;https://www.thetimes.co.uk/article/metaverse-space-tourism-and-apple-goggles-the-tech-trends-to-watch-in-2022-tq5pkcswl
The Times;musk ridicules metaverse as a marketing buzzword;Friday December 24 2021;… internet as a fad, but he believed that “we are far from disappearing into themetaverse”. he said such terms “sound more like marketing than reality”.themetaverseis still …;https://www.thetimes.co.uk/article/musk-ridicules-metaverse-as-a-marketing-buzzword-6h75fkxcn
The Times;going, going, gone into the metaverse — sotheby’s enters nft realm;Friday December 17 2021;… london, still has an eye on the future. it is making an impact on themetaversewith $100 million in sales of non-fungible tokens (nfts).sotheby’s said that …;https://www.thetimes.co.uk/article/going-going-gone-into-the-metaverse-sothebys-enters-nft-realm-mdwr5vmwj
The Times;investors join rush for virtual site in the metaverse;Saturday December 11 2021;… online.companies are buying what they hope will soon be prime real estate in themetaverse— a digital world that silicon valley executives believe will be the next evolution of …;https://www.thetimes.co.uk/article/investors-join-rush-for-virtual-site-in-the-metaverse-9mqpgzknv
The Times;‘everything facebook did badly could be much worse in the metaverse’;Friday December 10 2021;the first time i go into themetaverse, sort of, i come across a group of completely cartoonish;https://www.thetimes.co.uk/article/everything-facebook-did-badly-could-be-much-worse-in-the-metaverse-glrttr7rt
The Times;metaverse will bring hybrid working to life, say employees;Wednesday December 8 2021;… roblox and social worlds like decentraland, there is no single definition of what a corporatemetaversecould look like.owl labs defined themetaverseas “highly immersive virtual experiences that …;https://www.thetimes.co.uk/article/metaverse-will-bring-hybrid-working-to-life-say-employees-vk5mq3dj9
The Times;the best new science fiction and fantasy for november 2021 — orkney aliens and beyond the metaverse;Wednesday November 10 2021;… restaurants and a visionary geo-engineer.neal stephenson, perhaps best known for coining the term “metaverse” in his 1992 novel snow crash wants to show how adaptable and decent ordinary …;https://www.thetimes.co.uk/article/the-best-new-science-fiction-and-fantasy-for-november-2021-a-space-novel-told-in-orcadian-dialect-htgmq5vqm
The Times;customer loyalty is a fragile concept for a child of the metaverse;Tuesday November 9 2021;… studied by the wider market because, long before facebook’s mark zuckerberg began discussing themetaverseand announcing a name change from facebook to meta, roblox was all over the …;https://www.thetimes.co.uk/article/customer-loyalty-is-a-fragile-concept-for-a-child-of-the-metaverse-dhmx8zg0t
The Times;nike jogs into metaverse with plan to sell virtual trainers;Wednesday November 3 2021;… it seeks to establish its swoosh logo in the alternative online version of reality, themetaverse.the sportswear giant last week submitted new trademarks to the us patent and trademark …;https://www.thetimes.co.uk/article/nike-jogs-into-metaverse-with-plan-to-sell-virtual-trainers-ktlhtf7m2
The Times;mark zuckerberg’s quixotic quest for the facebook metaverse;Sunday October 31 2021;… facebook billionaire said that the company’s “new north star was to help bring themetaverseto life”.themetaverse, if you hadn’t heard, is zuckerberg’s techno-utopian …;https://www.thetimes.co.uk/article/mark-zuckerbergs-quixotic-quest-for-the-facebook-metaverse-tqkwhc8xf
The Times;two’s company in facebook’s all-new metaverse;Saturday October 30 2021;… zuckerberg this week rebranded as meta in a bid to reflect his focus on “themetaverse”, a virtual realm where users can interact without being physically in the same space …;https://www.thetimes.co.uk/article/twos-company-in-facebooks-all-new-metaverse-snhl8rl83
The Times;facebook plans rebrand as it moves towards the metaverse;Thursday October 21 2021;… a dividing line between its social networking platforms and projects in augmented reality and “themetaverse”.the original facebook app would become only one of a series of products under …;https://www.thetimes.co.uk/article/facebook-plans-rebrand-as-it-moves-towards-the-metaverse-2cr756zth
The Times;the metaverse is real but will it taste good?;Monday October 18 2021;… 10,000 people in the european union to help to build something called the facebookmetaverse. ametaverseis a sort of parallel digital universe. and, while you might think …;https://www.thetimes.co.uk/article/the-metaverse-is-real-but-will-it-taste-good-86rs7qgrv
The Times;what is a metaverse? facebook to hire 10,000 eu workers but no britons for virtual reality scheme;Monday October 18 2021;… transition from people seeing us as primarily being a social media company to being ametaversecompany”.exactly what thismetaversewill look like, how it might affect our lives …;https://www.thetimes.co.uk/article/what-is-a-metaverse-facebook-to-hire-10-000-eu-workers-but-no-britons-for-virtual-reality-metaverse-rfggl0bc2
The Times;what the heck is the ‘metaverse’? plus five more trends to know;Sunday October 17 2021;memorise this definition for your next dinner party monologue: themetaverseis a shared virtual space where people are represented as avatars. so that includes everything from augmented reality headsets …;https://www.thetimes.co.uk/article/what-the-heck-is-the-metaverse-plus-five-more-trends-to-know-b0f7txgmg
The Times;the metaverse giants wooing shoppers in a virtual world;Sunday August 29 2021;when burberry’s creative director, riccardo tisci, launched this year’s summer;https://www.thetimes.co.uk/article/the-metaverse-giants-wooing-shoppers-in-a-virtual-world-mz9kxw9t3
The Times;enter the metaverse, a world where you can teleport anyone into your home;Friday August 20 2021;… tech-savvy millennials in nintendo’s animal crossing: new horizons.so, to some extent, themetaversealready exists. “there will be no clean ‘beforemetaverse’ and ‘aftermetaverse’,” the venture …;https://www.thetimes.co.uk/article/enter-the-metaverse-a-world-where-you-can-teleport-anyone-into-your-home-vlfmbmfm5
The Times;even the most doting mother thinks: what if?;Sunday March 19 2023;… as instagram is of real life (and instagram posts about mother’s day are themetaverseof actual maternal reality). we got a clearer picture last week courtesy of that …;https://www.thetimes.co.uk/article/even-the-most-doting-mother-thinks-what-if-zk7n8zqwz
The Times;10 things i learnt at the sxsw festival;Saturday March 18 2023;… 1989. and as it turned out, putting on a headset and finding yourself driving ametaverseequivalent of a ford mondeo, before happening upon a bunch of people dancing frantically …;https://www.thetimes.co.uk/article/10-things-i-learnt-at-the-sxsw-festival-bm67spppp
The Times;job cuts, ai and the office — mark zuckerberg sets out to fix meta;Friday March 17 2023;… months of 2021 had rebranded itself as meta platforms to reflect its focus on the “metaverse”, a digital realm that many in silicon valley deem to be the internet’s …;https://www.thetimes.co.uk/article/mark-zuckerberg-calls-for-meta-to-move-faster-and-fix-things-hwnznpxt6
The Times;boujis is back! the nightclub for the young, posh and loaded returns;Wednesday March 15 2023;if you remember boujis you weren’t there. certainly you weren’t knocking back crack baby cocktails with prince harry on tuesday nights in the noughties when harry was fun …;https://www.thetimes.co.uk/article/boujis-is-back-the-nightclub-for-the-young-posh-and-loaded-returns-vm3w86687
The Times;10,000 meta jobs to be axed amid zuckerberg’s ‘year of efficiency’;Wednesday March 15 2023;… over the economy, a digital advertising slowdown and intense scrutiny of its investment in themetaverse, an immersive digital realm that many in silicon valley deem to be the future …;https://www.thetimes.co.uk/article/10-000-meta-jobs-to-be-axed-amid-zuckerbergs-year-of-efficiency-665q2075k
The Times;the sky is no longer the limit for intellectual property rights;Thursday March 9 2023;as an raf navigator;https://www.thetimes.co.uk/article/the-sky-is-no-longer-the-limit-for-intellectual-property-rights-tmx3b80hn
The Times;face it, government by whatsapp’s here to stay;Monday March 6 2023;… for it to emerge that they’re both frequent visitors to the same twee, animatedmetaverseisland? this stuff may sound absurd but it also used to sound absurd that …;https://www.thetimes.co.uk/article/face-it-government-by-whatsapps-here-to-stay-s5k8xxlbh
The Times;pearson keeps the door open on move to us;Saturday March 4 2023;… has repositioned itself as a technology company, expressing interest in using innovations such as themetaverseand virtual reality for teaching purposes. it is also examining digital tokens and online …;https://www.thetimes.co.uk/article/pearson-not-ruling-out-move-to-us-mjz6tsttl
The Times;arm chooses new york over london for key technology listing;Friday March 3 2023;… form the backbone of many future technologies from driverless cars to network infrastructure and themetaverse. it employs 5,700 globally, 2,800 of them in the uk.last month …;https://www.thetimes.co.uk/article/arm-chooses-new-york-over-london-for-key-technology-listing-z0788f20p
The Times;europe stands up to america’s technology goliaths over fair deal for european networks;Wednesday March 1 2023;… needed for the ever-increasing demands of the digital economy, from artificial intelligence to themetaverse. they want what heydemann called a “fair and direct contribution to network cost”.a …;https://www.thetimes.co.uk/article/europe-stands-up-to-americas-technology-goliaths-over-fair-deal-for-european-networks-sxddvf8hx
The Times;chinese inventor’s kissing machine for long-distance lovers;Tuesday February 28 2023;… the virtual world is a growing field of technology — part of the development of themetaverse. haptic technology simulates tactile sensations, vibration and motion using devices that can be held …;https://www.thetimes.co.uk/article/chinese-inventors-kissing-machine-for-long-distance-lovers-b3mm2w8kt
The Times;a plan of action at meta platforms that’s hard to verify;Tuesday February 21 2023;… of last year.throwing money at financing a loosely defined bet on the so-calledmetaverse, an immersive world accessed by virtual-reality goggles, remains a cause for concern. it …;https://www.thetimes.co.uk/article/a-plan-of-action-at-meta-platforms-thats-hard-to-verify-v9wsc09tp
The Times;chips are down as britain lags behind on tech patents;Monday February 20 2023;… of the economy as the backbone of future technology such as driverless cars and themetaverse.the us has put $50 billion behind its microchip industry and the eu has …;https://www.thetimes.co.uk/article/chips-are-down-as-britain-lags-behind-on-tech-patents-nl0h5n3fh
The Times;promotion at meta for nicola mendelsohn;Tuesday February 14 2023;… changed its name from facebook to meta in 2021 to reflect its focus on themetaverse, a virtual realm deemed by many in silicon valley to be the internet’s …;https://www.thetimes.co.uk/article/promotion-at-meta-for-mendelsohn-zjb8tc0dh
The Times;arm favours britain for staff expansion;Tuesday February 14 2023;… sophisticated semiconductor designs form the backbone of many future technologies from driverless cars to themetaverse. it employs 5,700 globally, with 2,800 in the uk.a spokeswoman for …;https://www.thetimes.co.uk/article/arm-favours-britain-for-staff-expansion-52ltsk622
The Times;i’m 81 and still a top professor. this is how i keep my memory sharp;Tuesday February 14 2023;… past? “at least those photos are real,” restak says. “i’m more worried about themetaverse. for example, an avatar of the [late] singer whitney houston did a tour in …;https://www.thetimes.co.uk/article/i-m-81-and-still-a-top-professor-this-is-how-i-keep-my-memory-sharp-2d2b0l9k3
The Times;it’s not big brother i fear but huxley’s brave new world of mindless trivia;Sunday February 12 2023;… future, but somewhere else, in the irrelevant other worlds of ... mythology and metaphysical fantasy”. themetaverse, anyone?techno-optimists will dismiss this analysis, arguing that luddites have always feared the …;https://www.thetimes.co.uk/article/its-not-big-brother-i-fear-but-huxleys-brave-new-world-of-mindless-trivia-gt7xlw3db
The Times;microsoft takeover of activision under threat;Wednesday February 8 2023;… in january last year. it was billed as an acquisition of “building blocks” for themetaverse— a digital realm where users can interact virtually — but it faced immediate scrutiny from …;https://www.thetimes.co.uk/article/microsofts-69bn-activision-deal-will-harm-uk-gamers-qdmst653g
The Times;stop hunting unicorns, says uk start-up tsar jeremy silver;Wednesday February 8 2023;rishi sunak says technology unicorns — the term for a private tech company with a valuation;https://www.thetimes.co.uk/article/stop-hunting-unicorns-says-uk-start-up-tsar-x65fvg6rl
The Times;bullish meta boosted by sales outlook;Thursday February 2 2023;… the group changed its name from facebook in 2021 to reflect its focus on themetaverse, a virtual realm deemed by many in silicon valley to be the internet’s …;https://www.thetimes.co.uk/article/bullish-meta-boosted-by-sales-outlook-3zdtbm7c7
The Times;donald trump is back on facebook — but who cares?;Monday January 30 2023;… d very nearly forgotten all about him. not sure where he’s been. maybe themetaverse?last week, anyway, both were back, because it fell to clegg to announce that …;https://www.thetimes.co.uk/article/donald-trump-is-back-on-facebook-but-who-cares-c8dgvw0s5
The Times;donald trump allowed back on facebook and instagram after ban lifted;Thursday January 26 2023;… $370 billion. the business changed its name in 2021 to reflect its ambitions for themetaverse, a virtual realm seen by many as the internet’s next frontier.lifting trump …;https://www.thetimes.co.uk/article/donald-trump-allowed-back-on-facebook-and-instagram-after-ban-lifted-g2pbnnm8q
The Times;tap, swipe and scroll, but something is lost;Monday January 23 2023;… and tv streaming haven’t reached their teens. yet the emphasis is on rushing intometaverses, cryptocurrencies, ai and, not least, administrative virtuality. for the world of faang (facebook, apple …;https://www.thetimes.co.uk/article/tap-swipe-and-scroll-but-something-is-lost-xpbx69sms
The Times;fashion empires a thing of the past as irish designers follow a different model;Sunday January 22 2023;… of social media exposure was invaluable.“it’s really, really all about this sort ofmetaverse, this digital world. and i can’t stress how much that factors into sales …;https://www.thetimes.co.uk/article/fashion-empires-a-thing-of-the-past-as-irish-designers-follow-a-different-model-2nb67s603
The Times;davos is less satanic cabal, more globalist hell;Thursday January 19 2023;… turns out to be a virtual reality headset where you can tour davos in themetaverse.part of the perception problem is the language, a davos dialect of modern business …;https://www.thetimes.co.uk/article/davos-is-less-satanic-cabal-more-corporate-hell-2np9h9h8z
The Times;taking a pop at davos’s ‘great and good’ doesn’t make you a nationalist;Wednesday January 18 2023;… davos instinct that big global companies, environmentalists and politicians can hash it out in ametaverse“global co-operation village” is a recipe for the worst type of crony capitalism …;https://www.thetimes.co.uk/article/taking-a-pop-at-davoss-great-and-good-doesnt-make-you-a-nationalist-zz3msxrxl
The Times;direct line boss penny james: i can weather the storm;Sunday January 15 2023;penny james is fighting for her job. the chief executive of direct line has just abandoned the insurance group’s dividend amid a dramatic profit warning that has wiped a …;https://www.thetimes.co.uk/article/direct-line-boss-penny-james-i-can-weather-the-storm-lxdqgmklj
The Times;how mass sackings of the ‘surplus elites’ became the new normal;Saturday January 14 2023;… third — and not because the world has suddenly seen the genius of mark zuckerberg’smetaversefantasy.expect more of this. as the cost of living crisis bites and interest …;https://www.thetimes.co.uk/article/how-mass-sackings-of-the-surplus-elites-became-the-new-normal-956z093rs
The Times;‘if you want to spot outliers, you have to invest in unconventional people’;Saturday January 14 2023;… investments, including an £80 million investment into roblox, the us-listed business that provides themetaversein which children create their own avatars and play. climeworks, an innovative business which …;https://www.thetimes.co.uk/article/if-you-want-to-spot-outliers-you-have-to-invest-in-unconventional-people-8zssk9n52
The Times;irish business leaders make predictions for 2023: drones, meta and energy storage;Sunday January 8 2023;… 2023, meta will continue its downward slide but its hardware will catch up with themetaverseand i expect apple to enter the space in the third quarter with its …;https://www.thetimes.co.uk/article/irish-business-leaders-make-predictions-for-2023-drones-meta-and-energy-storage-2sxf6xxtx
The Times;ian botham: ‘as a young cricketer i lived off ham sandwiches in a squat’;Sunday January 8 2023;… it wouldn’t have been practical trying to get a great big case in a ferrari.ian botham’smetaverseproject, beefy botham nfts, uses the blockchain caduceus: beefysnfts.io;https://www.thetimes.co.uk/article/ian-botham-as-a-young-cricketer-i-lived-off-ham-sandwiches-in-a-squat-jvxl59tdr
The Times;transparency does not stop crime;Thursday January 5 2023;british corporations often seem encouraged to inhabit an anti-economic crimemetaverse, where their focus is not crime or criminals but their own beneficial owners and controllers, as well as …;https://www.thetimes.co.uk/article/transparency-does-not-stop-crime-pqmdbcsx0
The Times;the best paperbacks for january 2023: the science of sleep and more;Thursday January 5 2023;… it’s an undeniably gripping read, but it’s also brutal and ultimately sad.”themetaverse, headsets, video games: soon, a lot of lives will be simulations. will that render …;https://www.thetimes.co.uk/article/best-paperbacks-january-2023-mvcdtqz6q
